Hour,Heating Demand (kWh),Cooling Demand (kWh)
3838,0.5,2.8
3839,0.5,2.7
3840,0.5,2.0
3841,0.5,2.0999999999999996
3842,0.5,2.2
3843,0.5,2.3
3844,0.5,2.4
3845,0.5,2.5
3846,0.5,2.6
3847,0.5,2.7
3848,0.5,2.8
3849,0.5,2.9
3850,0.5,3.0
3851,0.5,3.1
3852,0.5,3.2
3853,0.5,3.3
3854,0.5,3.4
3855,0.5,3.5
3856,0.5,3.4
3857,0.5,3.3
3858,0.5,3.2
3859,0.5,3.1
3860,0.5,3.0
3861,0.5,2.9
3862,0.5,2.8
3863,0.5,2.7
3864,0.5,2.0
3865,0.5,2.0999999999999996
3866,0.5,2.2
3867,0.5,2.3
3868,0.5,2.4
3869,0.5,2.5
3870,0.5,2.6
3871,0.5,2.7
3872,0.5,2.8
3873,0.5,2.9
3874,0.5,3.0
3875,0.5,3.1
3876,0.5,3.2
3877,0.5,3.3
3878,0.5,3.4
3879,0.5,3.5
3880,0.5,3.4
3881,0.5,3.3
3882,0.5,3.2
3883,0.5,3.1
3884,0.5,3.0
3885,0.5,2.9
3886,0.5,2.8
3887,0.5,2.7
3888,0.5,2.0
3889,0.5,2.0999999999999996
3890,0.5,2.2
3891,0.5,2.3
3892,0.5,2.4
3893,0.5,2.5
3894,0.5,2.6
3895,0.5,2.7
3896,0.5,2.8
3897,0.5,2.9
3898,0.5,3.0
3899,0.5,3.1
3900,0.5,3.2
3901,0.5,3.3
3902,0.5,3.4
3903,0.5,3.5
3904,0.5,3.4
3905,0.5,3.3
3906,0.5,3.2
3907,0.5,3.1
3908,0.5,3.0
3909,0.5,2.9
3910,0.5,2.8
3911,0.5,2.7
3912,0.5,2.0
3913,0.5,2.0999999999999996
3914,0.5,2.2
3915,0.5,2.3
3916,0.5,2.4
3917,0.5,2.5
3918,0.5,2.6
3919,0.5,2.7
3920,0.5,2.8
3921,0.5,2.9
3922,0.5,3.0
3923,0.5,3.1
3924,0.5,3.2
3925,0.5,3.3
3926,0.5,3.4
3927,0.5,3.5
3928,0.5,3.4
3929,0.5,3.3
3930,0.5,3.2
3931,0.5,3.1
3932,0.5,3.0
3933,0.5,2.9
3934,0.5,2.8
3935,0.5,2.7
3936,0.5,2.0
3937,0.5,2.0999999999999996
3938,0.5,2.2
3939,0.5,2.3
3940,0.5,2.4
3941,0.5,2.5
3942,0.5,2.6
3943,0.5,2.7
3944,0.5,2.8
3945,0.5,2.9
3946,0.5,3.0
3947,0.5,3.1
3948,0.5,3.2
3949,0.5,3.3
3950,0.5,3.4
3951,0.5,3.5
3952,0.5,3.4
3953,0.5,3.3
3954,0.5,3.2
3955,0.5,3.1
3956,0.5,3.0
3957,0.5,2.9
3958,0.5,2.8
3959,0.5,2.7
3960,0.5,2.0
3961,0.5,2.0999999999999996
3962,0.5,2.2
3963,0.5,2.3
3964,0.5,2.4
3965,0.5,2.5
3966,0.5,2.6
3967,0.5,2.7
3968,0.5,2.8
3969,0.5,2.9
3970,0.5,3.0
3971,0.5,3.1
3972,0.5,3.2
3973,0.5,3.3
3974,0.5,3.4
3975,0.5,3.5
3976,0.5,3.4
3977,0.5,3.3
3978,0.5,3.2
3979,0.5,3.1
3980,0.5,3.0
3981,0.5,2.9
3982,0.5,2.8
3983,0.5,2.7
3984,0.5,2.0
3985,0.5,2.0999999999999996
3986,0.5,2.2
3987,0.5,2.3
3988,0.5,2.4
3989,0.5,2.5
3990,0.5,2.6
3991,0.5,2.7
3992,0.5,2.8
3993,0.5,2.9
3994,0.5,3.0
3995,0.5,3.1
3996,0.5,3.2
3997,0.5,3.3
3998,0.5,3.4
3999,0.5,3.5
4000,0.5,3.4
4001,0.5,3.3
4002,0.5,3.2
4003,0.5,3.1
4004,0.5,3.0
4005,0.5,2.9
4006,0.5,2.8
4007,0.5,2.7
4008,0.5,2.0
4009,0.5,2.0999999999999996
4010,0.5,2.2
4011,0.5,2.3
4012,0.5,2.4
4013,0.5,2.5
4014,0.5,2.6
4015,0.5,2.7
4016,0.5,2.8
4017,0.5,2.9
4018,0.5,3.0
4019,0.5,3.1
4020,0.5,3.2
4021,0.5,3.3
4022,0.5,3.4
4023,0.5,3.5
4024,0.5,3.4
4025,0.5,3.3
4026,0.5,3.2
4027,0.5,3.1
4028,0.5,3.0
4029,0.5,2.9
4030,0.5,2.8
4031,0.5,2.7
4032,0.5,2.0
4033,0.5,2.0999999999999996
4034,0.5,2.2
4035,0.5,2.3
4036,0.5,2.4
4037,0.5,2.5
4038,0.5,2.6
4039,0.5,2.7
4040,0.5,2.8
4041,0.5,2.9
4042,0.5,3.0
4043,0.5,3.1
4044,0.5,3.2
4045,0.5,3.3
4046,0.5,3.4
4047,0.5,3.5
4048,0.5,3.4
4049,0.5,3.3
4050,0.5,3.2
4051,0.5,3.1
4052,0.5,3.0
4053,0.5,2.9
4054,0.5,2.8
4055,0.5,2.7
4056,0.5,2.0
4057,0.5,2.0999999999999996
4058,0.5,2.2
4059,0.5,2.3
4060,0.5,2.4
4061,0.5,2.5
4062,0.5,2.6
4063,0.5,2.7
4064,0.5,2.8
4065,0.5,2.9
4066,0.5,3.0
4067,0.5,3.1
4068,0.5,3.2
4069,0.5,3.3
4070,0.5,3.4
4071,0.5,3.5
4072,0.5,3.4
4073,0.5,3.3
4074,0.5,3.2
4075,0.5,3.1
4076,0.5,3.0
4077,0.5,2.9
4078,0.5,2.8
4079,0.5,2.7
4080,0.5,2.0
4081,0.5,2.0999999999999996
4082,0.5,2.2
4083,0.5,2.3
4084,0.5,2.4
4085,0.5,2.5
4086,0.5,2.6
4087,0.5,2.7
4088,0.5,2.8
4089,0.5,2.9
4090,0.5,3.0
4091,0.5,3.1
4092,0.5,3.2
4093,0.5,3.3
4094,0.5,3.4
4095,0.5,3.5
4096,0.5,3.4
4097,0.5,3.3
4098,0.5,3.2
4099,0.5,3.1
4100,0.5,3.0
4101,0.5,2.9
4102,0.5,2.8
4103,0.5,2.7
4104,0.5,2.0
4105,0.5,2.0999999999999996
4106,0.5,2.2
4107,0.5,2.3
4108,0.5,2.4
4109,0.5,2.5
4110,0.5,2.6
4111,0.5,2.7
4112,0.5,2.8
4113,0.5,2.9
4114,0.5,3.0
4115,0.5,3.1
4116,0.5,3.2
4117,0.5,3.3
4118,0.5,3.4
4119,0.5,3.5
4120,0.5,3.4
4121,0.5,3.3
4122,0.5,3.2
4123,0.5,3.1
4124,0.5,3.0
4125,0.5,2.9
4126,0.5,2.8
4127,0.5,2.7
4128,0.5,2.0
4129,0.5,2.0999999999999996
4130,0.5,2.2
4131,0.5,2.3
4132,0.5,2.4
4133,0.5,2.5
4134,0.5,2.6
4135,0.5,2.7
4136,0.5,2.8
4137,0.5,2.9
4138,0.5,3.0
4139,0.5,3.1
4140,0.5,3.2
4141,0.5,3.3
4142,0.5,3.4
4143,0.5,3.5
4144,0.5,3.4
4145,0.5,3.3
4146,0.5,3.2
4147,0.5,3.1
4148,0.5,3.0
4149,0.5,2.9
4150,0.5,2.8
4151,0.5,2.7
4152,0.5,2.0
4153,0.5,2.0999999999999996
4154,0.5,2.2
4155,0.5,2.3
4156,0.5,2.4
4157,0.5,2.5
4158,0.5,2.6
4159,0.5,2.7
4160,0.5,2.8
4161,0.5,2.9
4162,0.5,3.0
4163,0.5,3.1
4164,0.5,3.2
4165,0.5,3.3
4166,0.5,3.4
4167,0.5,3.5
4168,0.5,3.4
4169,0.5,3.3
4170,0.5,3.2
4171,0.5,3.1
4172,0.5,3.0
4173,0.5,2.9
4174,0.5,2.8
4175,0.5,2.7
4176,0.5,2.0
4177,0.5,2.0999999999999996
4178,0.5,2.2
4179,0.5,2.3
4180,0.5,2.4
4181,0.5,2.5
4182,0.5,2.6
4183,0.5,2.7
4184,0.5,2.8
4185,0.5,2.9
4186,0.5,3.0
4187,0.5,3.1
4188,0.5,3.2
4189,0.5,3.3
4190,0.5,3.4
4191,0.5,3.5
4192,0.5,3.4
4193,0.5,3.3
4194,0.5,3.2
4195,0.5,3.1
4196,0.5,3.0
4197,0.5,2.9
4198,0.5,2.8
4199,0.5,2.7
4200,0.5,2.0
4201,0.5,2.0999999999999996
4202,0.5,2.2
4203,0.5,2.3
4204,0.5,2.4
4205,0.5,2.5
4206,0.5,2.6
4207,0.5,2.7
4208,0.5,2.8
4209,0.5,2.9
4210,0.5,3.0
4211,0.5,3.1
4212,0.5,3.2
4213,0.5,3.3
4214,0.5,3.4
4215,0.5,3.5
4216,0.5,3.4
4217,0.5,3.3
4218,0.5,3.2
4219,0.5,3.1
4220,0.5,3.0
4221,0.5,2.9
4222,0.5,2.8
4223,0.5,2.7
4224,0.5,2.0
4225,0.5,2.0999999999999996
4226,0.5,2.2
4227,0.5,2.3
4228,0.5,2.4
4229,0.5,2.5
4230,0.5,2.6
4231,0.5,2.7
4232,0.5,2.8
4233,0.5,2.9
4234,0.5,3.0
4235,0.5,3.1
4236,0.5,3.2
4237,0.5,3.3
4238,0.5,3.4
4239,0.5,3.5
4240,0.5,3.4
4241,0.5,3.3
4242,0.5,3.2
4243,0.5,3.1
4244,0.5,3.0
4245,0.5,2.9
4246,0.5,2.8
4247,0.5,2.7
4248,0.5,2.0
4249,0.5,2.0999999999999996
4250,0.5,2.2
4251,0.5,2.3
4252,0.5,2.4
4253,0.5,2.5
4254,0.5,2.6
4255,0.5,2.7
4256,0.5,2.8
4257,0.5,2.9
4258,0.5,3.0
4259,0.5,3.1
4260,0.5,3.2
4261,0.5,3.3
4262,0.5,3.4
4263,0.5,3.5
4264,0.5,3.4
4265,0.5,3.3
4266,0.5,3.2
4267,0.5,3.1
4268,0.5,3.0
4269,0.5,2.9
4270,0.5,2.8
4271,0.5,2.7
4272,0.5,2.0
4273,0.5,2.0999999999999996
4274,0.5,2.2
4275,0.5,2.3
4276,0.5,2.4
4277,0.5,2.5
4278,0.5,2.6
4279,0.5,2.7
4280,0.5,2.8
4281,0.5,2.9
4282,0.5,3.0
4283,0.5,3.1
4284,0.5,3.2
4285,0.5,3.3
4286,0.5,3.4
4287,0.5,3.5
4288,0.5,3.4
4289,0.5,3.3
4290,0.5,3.2
4291,0.5,3.1
4292,0.5,3.0
4293,0.5,2.9
4294,0.5,2.8
4295,0.5,2.7
4296,0.5,2.0
4297,0.5,2.0999999999999996
4298,0.5,2.2
4299,0.5,2.3
4300,0.5,2.4
4301,0.5,2.5
4302,0.5,2.6
4303,0.5,2.7
4304,0.5,2.8
4305,0.5,2.9
4306,0.5,3.0
4307,0.5,3.1
4308,0.5,3.2
4309,0.5,3.3
4310,0.5,3.4
4311,0.5,3.5
4312,0.5,3.4
4313,0.5,3.3
4314,0.5,3.2
4315,0.5,3.1
4316,0.5,3.0
4317,0.5,2.9
4318,0.5,2.8
4319,0.5,2.7
4320,0.5,2.0
4321,0.5,2.0999999999999996
4322,0.5,2.2
4323,0.5,2.3
4324,0.5,2.4
4325,0.5,2.5
4326,0.5,2.6
4327,0.5,2.7
4328,0.5,2.8
4329,0.5,2.9
4330,0.5,3.0
4331,0.5,3.1
4332,0.5,3.2
4333,0.5,3.3
4334,0.5,3.4
4335,0.5,3.5
4336,0.5,3.4
4337,0.5,3.3
4338,0.5,3.2
4339,0.5,3.1
4340,0.5,3.0
4341,0.5,2.9
4342,0.5,2.8
4343,0.5,2.7
4344,0.5,2.0
4345,0.5,2.0999999999999996
4346,0.5,2.2
4347,0.5,2.3
4348,0.5,2.4
4349,0.5,2.5
4350,0.5,2.6
4351,0.5,2.7
4352,0.5,2.8
4353,0.5,2.9
4354,0.5,3.0
4355,0.5,3.1
4356,0.5,3.2
4357,0.5,3.3
4358,0.5,3.4
4359,0.5,3.5
4360,0.5,3.4
4361,0.5,3.3
4362,0.5,3.2
4363,0.5,3.1
4364,0.5,3.0
4365,0.5,2.9
4366,0.5,2.8
4367,0.5,2.7
4368,0.5,2.0
4369,0.5,2.0999999999999996
4370,0.5,2.2
4371,0.5,2.3
4372,0.5,2.4
4373,0.5,2.5
4374,0.5,2.6
4375,0.5,2.7
4376,0.5,2.8
4377,0.5,2.9
4378,0.5,3.0
4379,0.5,3.1
4380,0.5,3.2
4381,0.5,3.3
4382,0.5,3.4
4383,0.5,3.5
4384,0.5,3.4
4385,0.5,3.3
4386,0.5,3.2
4387,0.5,3.1
4388,0.5,3.0
4389,0.5,2.9
4390,0.5,2.8
4391,0.5,2.7
4392,0.5,2.0
4393,0.5,2.0999999999999996
4394,0.5,2.2
4395,0.5,2.3
4396,0.5,2.4
4397,0.5,2.5
4398,0.5,2.6
4399,0.5,2.7
4400,0.5,2.8
4401,0.5,2.9
4402,0.5,3.0
4403,0.5,3.1
4404,0.5,3.2
4405,0.5,3.3
4406,0.5,3.4
4407,0.5,3.5
4408,0.5,3.4
4409,0.5,3.3
4410,0.5,3.2
4411,0.5,3.1
4412,0.5,3.0
4413,0.5,2.9
4414,0.5,2.8
4415,0.5,2.7
4416,0.5,2.0
4417,0.5,2.0999999999999996
4418,0.5,2.2
4419,0.5,2.3
4420,0.5,2.4
4421,0.5,2.5
4422,0.5,2.6
4423,0.5,2.7
4424,0.5,2.8
4425,0.5,2.9
4426,0.5,3.0
4427,0.5,3.1
4428,0.5,3.2
4429,0.5,3.3
4430,0.5,3.4
4431,0.5,3.5
4432,0.5,3.4
4433,0.5,3.3
4434,0.5,3.2
4435,0.5,3.1
4436,0.5,3.0
4437,0.5,2.9
4438,0.5,2.8
4439,0.5,2.7
4440,0.5,2.0
4441,0.5,2.0999999999999996
4442,0.5,2.2
4443,0.5,2.3
4444,0.5,2.4
4445,0.5,2.5
4446,0.5,2.6
4447,0.5,2.7
4448,0.5,2.8
4449,0.5,2.9
4450,0.5,3.0
4451,0.5,3.1
4452,0.5,3.2
4453,0.5,3.3
4454,0.5,3.4
4455,0.5,3.5
4456,0.5,3.4
4457,0.5,3.3
4458,0.5,3.2
4459,0.5,3.1
4460,0.5,3.0
4461,0.5,2.9
4462,0.5,2.8
4463,0.5,2.7
4464,0.5,2.0
4465,0.5,2.0999999999999996
4466,0.5,2.2
4467,0.5,2.3
4468,0.5,2.4
4469,0.5,2.5
4470,0.5,2.6
4471,0.5,2.7
4472,0.5,2.8
4473,0.5,2.9
4474,0.5,3.0
4475,0.5,3.1
4476,0.5,3.2
4477,0.5,3.3
4478,0.5,3.4
4479,0.5,3.5
4480,0.5,3.4
4481,0.5,3.3
4482,0.5,3.2
4483,0.5,3.1
4484,0.5,3.0
4485,0.5,2.9
4486,0.5,2.8
4487,0.5,2.7
4488,0.5,2.0
4489,0.5,2.0999999999999996
4490,0.5,2.2
4491,0.5,2.3
4492,0.5,2.4
4493,0.5,2.5
4494,0.5,2.6
4495,0.5,2.7
4496,0.5,2.8
4497,0.5,2.9
4498,0.5,3.0
4499,0.5,3.1
4500,0.5,3.2
4501,0.5,3.3
4502,0.5,3.4
4503,0.5,3.5
4504,0.5,3.4
4505,0.5,3.3
4506,0.5,3.2
4507,0.5,3.1
4508,0.5,3.0
4509,0.5,2.9
4510,0.5,2.8
4511,0.5,2.7
4512,0.5,2.0
4513,0.5,2.0999999999999996
4514,0.5,2.2
4515,0.5,2.3
4516,0.5,2.4
4517,0.5,2.5
4518,0.5,2.6
4519,0.5,2.7
4520,0.5,2.8
4521,0.5,2.9
4522,0.5,3.0
4523,0.5,3.1
4524,0.5,3.2
4525,0.5,3.3
4526,0.5,3.4
4527,0.5,3.5
4528,0.5,3.4
4529,0.5,3.3
4530,0.5,3.2
4531,0.5,3.1
4532,0.5,3.0
4533,0.5,2.9
4534,0.5,2.8
4535,0.5,2.7
4536,0.5,2.0
4537,0.5,2.0999999999999996
4538,0.5,2.2
4539,0.5,2.3
4540,0.5,2.4
4541,0.5,2.5
4542,0.5,2.6
4543,0.5,2.7
4544,0.5,2.8
4545,0.5,2.9
4546,0.5,3.0
4547,0.5,3.1
4548,0.5,3.2
4549,0.5,3.3
4550,0.5,3.4
4551,0.5,3.5
4552,0.5,3.4
4553,0.5,3.3
4554,0.5,3.2
4555,0.5,3.1
4556,0.5,3.0
4557,0.5,2.9
4558,0.5,2.8
4559,0.5,2.7
4560,0.5,2.0
4561,0.5,2.0999999999999996
4562,0.5,2.2
4563,0.5,2.3
4564,0.5,2.4
4565,0.5,2.5
4566,0.5,2.6
4567,0.5,2.7
4568,0.5,2.8
4569,0.5,2.9
4570,0.5,3.0
4571,0.5,3.1
4572,0.5,3.2
4573,0.5,3.3
4574,0.5,3.4
4575,0.5,3.5
4576,0.5,3.4
4577,0.5,3.3
4578,0.5,3.2
4579,0.5,3.1
4580,0.5,3.0
4581,0.5,2.9
4582,0.5,2.8
4583,0.5,2.7
4584,0.5,2.0
4585,0.5,2.0999999999999996
4586,0.5,2.2
4587,0.5,2.3
4588,0.5,2.4
4589,0.5,2.5
4590,0.5,2.6
4591,0.5,2.7
4592,0.5,2.8
4593,0.5,2.9
4594,0.5,3.0
4595,0.5,3.1
4596,0.5,3.2
4597,0.5,3.3
4598,0.5,3.4
4599,0.5,3.5
4600,0.5,3.4
4601,0.5,3.3
4602,0.5,3.2
4603,0.5,3.1
4604,0.5,3.0
4605,0.5,2.9
4606,0.5,2.8
4607,0.5,2.7
4608,0.5,2.0
4609,0.5,2.0999999999999996
4610,0.5,2.2
4611,0.5,2.3
4612,0.5,2.4
4613,0.5,2.5
4614,0.5,2.6
4615,0.5,2.7
4616,0.5,2.8
4617,0.5,2.9
4618,0.5,3.0
4619,0.5,3.1
4620,0.5,3.2
4621,0.5,3.3
4622,0.5,3.4
4623,0.5,3.5
4624,0.5,3.4
4625,0.5,3.3
4626,0.5,3.2
4627,0.5,3.1
4628,0.5,3.0
4629,0.5,2.9
4630,0.5,2.8
4631,0.5,2.7
4632,0.5,2.0
4633,0.5,2.0999999999999996
4634,0.5,2.2
4635,0.5,2.3
4636,0.5,2.4
4637,0.5,2.5
4638,0.5,2.6
4639,0.5,2.7
4640,0.5,2.8
4641,0.5,2.9
4642,0.5,3.0
4643,0.5,3.1
4644,0.5,3.2
4645,0.5,3.3
4646,0.5,3.4
4647,0.5,3.5
4648,0.5,3.4
4649,0.5,3.3
4650,0.5,3.2
4651,0.5,3.1
4652,0.5,3.0
4653,0.5,2.9
4654,0.5,2.8
4655,0.5,2.7
4656,0.5,2.0
4657,0.5,2.0999999999999996
4658,0.5,2.2
4659,0.5,2.3
4660,0.5,2.4
4661,0.5,2.5
4662,0.5,2.6
4663,0.5,2.7
4664,0.5,2.8
4665,0.5,2.9
4666,0.5,3.0
4667,0.5,3.1
4668,0.5,3.2
4669,0.5,3.3
4670,0.5,3.4
4671,0.5,3.5
4672,0.5,3.4
4673,0.5,3.3
4674,0.5,3.2
4675,0.5,3.1
4676,0.5,3.0
4677,0.5,2.9
4678,0.5,2.8
4679,0.5,2.7
4680,0.5,2.0
4681,0.5,2.0999999999999996
4682,0.5,2.2
4683,0.5,2.3
4684,0.5,2.4
4685,0.5,2.5
4686,0.5,2.6
4687,0.5,2.7
4688,0.5,2.8
4689,0.5,2.9
4690,0.5,3.0
4691,0.5,3.1
4692,0.5,3.2
4693,0.5,3.3
4694,0.5,3.4
4695,0.5,3.5
4696,0.5,3.4
4697,0.5,3.3
4698,0.5,3.2
4699,0.5,3.1
4700,0.5,3.0
4701,0.5,2.9
4702,0.5,2.8
4703,0.5,2.7
4704,0.5,2.0
4705,0.5,2.0999999999999996
4706,0.5,2.2
4707,0.5,2.3
4708,0.5,2.4
4709,0.5,2.5
4710,0.5,2.6
4711,0.5,2.7
4712,0.5,2.8
4713,0.5,2.9
4714,0.5,3.0
4715,0.5,3.1
4716,0.5,3.2
4717,0.5,3.3
4718,0.5,3.4
4719,0.5,3.5
4720,0.5,3.4
4721,0.5,3.3
4722,0.5,3.2
4723,0.5,3.1
4724,0.5,3.0
4725,0.5,2.9
4726,0.5,2.8
4727,0.5,2.7
4728,0.5,2.0
4729,0.5,2.0999999999999996
4730,0.5,2.2
4731,0.5,2.3
4732,0.5,2.4
4733,0.5,2.5
4734,0.5,2.6
4735,0.5,2.7
4736,0.5,2.8
4737,0.5,2.9
4738,0.5,3.0
4739,0.5,3.1
4740,0.5,3.2
4741,0.5,3.3
4742,0.5,3.4
4743,0.5,3.5
4744,0.5,3.4
4745,0.5,3.3
4746,0.5,3.2
4747,0.5,3.1
4748,0.5,3.0
4749,0.5,2.9
4750,0.5,2.8
4751,0.5,2.7
4752,0.5,2.0
4753,0.5,2.0999999999999996
4754,0.5,2.2
4755,0.5,2.3
4756,0.5,2.4
4757,0.5,2.5
4758,0.5,2.6
4759,0.5,2.7
4760,0.5,2.8
4761,0.5,2.9
4762,0.5,3.0
4763,0.5,3.1
4764,0.5,3.2
4765,0.5,3.3
4766,0.5,3.4
4767,0.5,3.5
4768,0.5,3.4
4769,0.5,3.3
4770,0.5,3.2
4771,0.5,3.1
4772,0.5,3.0
4773,0.5,2.9
4774,0.5,2.8
4775,0.5,2.7
4776,0.5,2.0
4777,0.5,2.0999999999999996
4778,0.5,2.2
4779,0.5,2.3
4780,0.5,2.4
4781,0.5,2.5
4782,0.5,2.6
4783,0.5,2.7
4784,0.5,2.8
4785,0.5,2.9
4786,0.5,3.0
4787,0.5,3.1
4788,0.5,3.2
4789,0.5,3.3
4790,0.5,3.4
4791,0.5,3.5
4792,0.5,3.4
4793,0.5,3.3
4794,0.5,3.2
4795,0.5,3.1
4796,0.5,3.0
4797,0.5,2.9
4798,0.5,2.8
4799,0.5,2.7
4800,0.5,2.0
4801,0.5,2.0999999999999996
4802,0.5,2.2
4803,0.5,2.3
4804,0.5,2.4
4805,0.5,2.5
4806,0.5,2.6
4807,0.5,2.7
4808,0.5,2.8
4809,0.5,2.9
4810,0.5,3.0
4811,0.5,3.1
4812,0.5,3.2
4813,0.5,3.3
4814,0.5,3.4
4815,0.5,3.5
4816,0.5,3.4
4817,0.5,3.3
4818,0.5,3.2
4819,0.5,3.1
4820,0.5,3.0
4821,0.5,2.9
4822,0.5,2.8
4823,0.5,2.7
4824,0.5,2.0
4825,0.5,2.0999999999999996
4826,0.5,2.2
4827,0.5,2.3
4828,0.5,2.4
4829,0.5,2.5
4830,0.5,2.6
4831,0.5,2.7
4832,0.5,2.8
4833,0.5,2.9
4834,0.5,3.0
4835,0.5,3.1
4836,0.5,3.2
4837,0.5,3.3
4838,0.5,3.4
4839,0.5,3.5
4840,0.5,3.4
4841,0.5,3.3
4842,0.5,3.2
4843,0.5,3.1
4844,0.5,3.0
4845,0.5,2.9
4846,0.5,2.8
4847,0.5,2.7
4848,0.5,2.0
4849,0.5,2.0999999999999996
4850,0.5,2.2
4851,0.5,2.3
4852,0.5,2.4
4853,0.5,2.5
4854,0.5,2.6
4855,0.5,2.7
4856,0.5,2.8
4857,0.5,2.9
4858,0.5,3.0
4859,0.5,3.1
4860,0.5,3.2
4861,0.5,3.3
4862,0.5,3.4
4863,0.5,3.5
4864,0.5,3.4
4865,0.5,3.3
4866,0.5,3.2
4867,0.5,3.1
4868,0.5,3.0
4869,0.5,2.9
4870,0.5,2.8
4871,0.5,2.7
4872,0.5,2.0
4873,0.5,2.0999999999999996
4874,0.5,2.2
4875,0.5,2.3
4876,0.5,2.4
4877,0.5,2.5
4878,0.5,2.6
4879,0.5,2.7
4880,0.5,2.8
4881,0.5,2.9
4882,0.5,3.0
4883,0.5,3.1
4884,0.5,3.2
4885,0.5,3.3
4886,0.5,3.4
4887,0.5,3.5
4888,0.5,3.4
4889,0.5,3.3
4890,0.5,3.2
4891,0.5,3.1
4892,0.5,3.0
4893,0.5,2.9
4894,0.5,2.8
4895,0.5,2.7
4896,0.5,2.0
4897,0.5,2.0999999999999996
4898,0.5,2.2
4899,0.5,2.3
4900,0.5,2.4
4901,0.5,2.5
4902,0.5,2.6
4903,0.5,2.7
4904,0.5,2.8
4905,0.5,2.9
4906,0.5,3.0
4907,0.5,3.1
4908,0.5,3.2
4909,0.5,3.3
4910,0.5,3.4
4911,0.5,3.5
4912,0.5,3.4
4913,0.5,3.3
4914,0.5,3.2
4915,0.5,3.1
4916,0.5,3.0
4917,0.5,2.9
4918,0.5,2.8
4919,0.5,2.7
4920,0.5,2.0
4921,0.5,2.0999999999999996
4922,0.5,2.2
4923,0.5,2.3
4924,0.5,2.4
4925,0.5,2.5
4926,0.5,2.6
4927,0.5,2.7
4928,0.5,2.8
4929,0.5,2.9
4930,0.5,3.0
4931,0.5,3.1
4932,0.5,3.2
4933,0.5,3.3
4934,0.5,3.4
4935,0.5,3.5
4936,0.5,3.4
4937,0.5,3.3
4938,0.5,3.2
4939,0.5,3.1
4940,0.5,3.0
4941,0.5,2.9
4942,0.5,2.8
4943,0.5,2.7
4944,0.5,2.0
4945,0.5,2.0999999999999996
4946,0.5,2.2
4947,0.5,2.3
4948,0.5,2.4
4949,0.5,2.5
4950,0.5,2.6
4951,0.5,2.7
4952,0.5,2.8
4953,0.5,2.9
4954,0.5,3.0
4955,0.5,3.1
4956,0.5,3.2
4957,0.5,3.3
4958,0.5,3.4
4959,0.5,3.5
4960,0.5,3.4
4961,0.5,3.3
4962,0.5,3.2
4963,0.5,3.1
4964,0.5,3.0
4965,0.5,2.9
4966,0.5,2.8
4967,0.5,2.7
4968,0.5,2.0
4969,0.5,2.0999999999999996
4970,0.5,2.2
4971,0.5,2.3
4972,0.5,2.4
4973,0.5,2.5
4974,0.5,2.6
4975,0.5,2.7
4976,0.5,2.8
4977,0.5,2.9
4978,0.5,3.0
4979,0.5,3.1
4980,0.5,3.2
4981,0.5,3.3
4982,0.5,3.4
4983,0.5,3.5
4984,0.5,3.4
4985,0.5,3.3
4986,0.5,3.2
4987,0.5,3.1
4988,0.5,3.0
4989,0.5,2.9
4990,0.5,2.8
4991,0.5,2.7
4992,0.5,2.0
4993,0.5,2.0999999999999996
4994,0.5,2.2
4995,0.5,2.3
4996,0.5,2.4
4997,0.5,2.5
4998,0.5,2.6
4999,0.5,2.7
5000,0.5,2.8
5001,0.5,2.9
5002,0.5,3.0
5003,0.5,3.1
5004,0.5,3.2
5005,0.5,3.3
5006,0.5,3.4
5007,0.5,3.5
5008,0.5,3.4
5009,0.5,3.3
5010,0.5,3.2
5011,0.5,3.1
5012,0.5,3.0
5013,0.5,2.9
5014,0.5,2.8
5015,0.5,2.7
5016,0.5,2.0
5017,0.5,2.0999999999999996
5018,0.5,2.2
5019,0.5,2.3
5020,0.5,2.4
5021,0.5,2.5
5022,0.5,2.6
5023,0.5,2.7
5024,0.5,2.8
5025,0.5,2.9
5026,0.5,3.0
5027,0.5,3.1
5028,0.5,3.2
5029,0.5,3.3
5030,0.5,3.4
5031,0.5,3.5
5032,0.5,3.4
5033,0.5,3.3
5034,0.5,3.2
5035,0.5,3.1
5036,0.5,3.0
5037,0.5,2.9
5038,0.5,2.8
5039,0.5,2.7
5040,0.5,2.0
5041,0.5,2.0999999999999996
5042,0.5,2.2
5043,0.5,2.3
5044,0.5,2.4
5045,0.5,2.5
5046,0.5,2.6
5047,0.5,2.7
5048,0.5,2.8
5049,0.5,2.9
5050,0.5,3.0
5051,0.5,3.1
5052,0.5,3.2
5053,0.5,3.3
5054,0.5,3.4
5055,0.5,3.5
5056,0.5,3.4
5057,0.5,3.3
5058,0.5,3.2
5059,0.5,3.1
5060,0.5,3.0
5061,0.5,2.9
5062,0.5,2.8
5063,0.5,2.7
5064,0.5,2.0
5065,0.5,2.0999999999999996
5066,0.5,2.2
5067,0.5,2.3
5068,0.5,2.4
5069,0.5,2.5
5070,0.5,2.6
5071,0.5,2.7
5072,0.5,2.8
5073,0.5,2.9
5074,0.5,3.0
5075,0.5,3.1
5076,0.5,3.2
5077,0.5,3.3
5078,0.5,3.4
5079,0.5,3.5
5080,0.5,3.4
5081,0.5,3.3
5082,0.5,3.2
5083,0.5,3.1
