Hour,Electricity Demand (kWh),Space Heating Demand (kWh),Space Cooling Demand (kWh),Domestic Hot Water Demand (kWh),Solar Irradiance (kW/m2),Wind Speed (m/s),Ambient Temperature (C)
7073,0.74,3.44,1.99,1.31,0.28,0.81,26.07
7074,1.72,3.69,0.15,0.61,0,7.63,-1.14
7075,1.69,1.84,1.4,0.37,0.75,10.87,22.59
7076,0.93,2.25,0.06,1.39,0.01,14.48,26
7077,1.2,2.03,2.91,0.3,0.31,6.39,9.79
7078,1.52,2.15,2.04,0.37,0.31,6.24,33.1
7079,1.14,0.97,0.05,0.43,0.23,8.99,22.1
7080,0.62,2.31,2.89,1,0.37,14.03,-2.63
7081,0.92,1.04,1.12,0.61,0.77,10.29,21.72
7082,1.27,2.34,0.45,0.92,0.78,12.08,-4.42
7083,1.72,3.3,2.18,1.21,0.13,7.78,1.63
7084,0.6,0.01,0.46,0.99,0.8,10.23,10.47
7085,0.76,3.45,0.67,1.38,0.13,1.79,8.2
7086,1.9,1.78,0.26,0.33,0.8,6.88,23.85
7087,0.98,2.44,2.11,1.4,0.32,13.1,7.02
7088,1.07,1.03,0.64,0.83,0.06,2.44,26.15
7089,1.5,3.99,2.45,0.27,0.94,11.86,5.99
7090,1.05,2.46,1.86,1.36,0.67,13.83,17.06
7091,0.85,3.89,1.17,0.35,0.44,13.77,20.35
7092,1.95,3.09,2.92,1.07,0.13,14.51,32.52
7093,1.28,3.5,0.59,0.57,0.06,2.65,-3.86
7094,1.06,1.03,2.28,0.34,0.73,13.95,7.39
7095,1.64,2.58,0.46,1.3,0.94,10.58,3.12
7096,0.65,1.42,0.67,0.76,0.88,14.99,22.68
7097,1.85,3.27,0.38,1.01,0.48,14.03,13.79
7098,1.72,3.9,2.81,1.12,0.3,10.13,16.48
7099,1.06,0.85,1.42,0.92,0.14,13.67,-1.8
7100,0.78,2.95,2.51,1.21,0.32,4,17.51
7101,1.79,2.98,0.17,0.85,0.81,11.95,7.04
7102,1.93,1.4,1.75,0.74,0.72,7.88,25.96
7103,0.57,0.57,1.35,1.18,0.94,12.01,9.52
7104,1.98,1.28,2.96,0.47,0.19,13.49,-3.52
7105,1.08,0.67,2.38,1.42,0.17,10.69,-2.42
7106,1.71,3.53,2.78,0.59,0.59,8.3,7.26
7107,1.19,3.31,1.42,0.25,0.7,0.5,8.08
7108,1.28,3.06,2.43,0.91,0.36,7.97,22.35
7109,1.3,3.03,0.62,0.59,0.63,2.82,6.73
7110,1.95,1.6,2.11,0.41,0.77,13.03,25.72
7111,1.44,3.63,2.91,1.22,0.71,9.71,17.16
7112,0.94,3.24,1.83,0.97,0.21,3.7,7.18
7113,1.44,3.62,0.07,0.97,0.58,5.91,5.25
7114,0.64,2,1.04,0.87,0.55,4.81,7.94
7115,1,1.13,1.79,1.04,0.61,13.85,7.42
7116,0.76,2.59,0.35,1.4,0.45,14.11,18.6
7117,1.41,2.73,1.21,0.63,0.57,12.59,26.36
7118,1.3,2.83,1.35,1.03,0.4,4.98,3.91
7119,1.59,1.55,2.64,1.22,0.85,11.37,26.38
7120,1.01,2.06,1.71,0.46,0.26,8.8,-3.54
7121,1.98,0.45,1.64,1.15,0.09,4.78,7.61
7122,0.98,2.4,1.1,0.7,0.19,13.94,8.88
7123,0.58,1.86,1.15,1.29,0.69,6.77,-3.25
7124,0.91,0.76,1.69,0.58,0.3,3.77,16.61
7125,1.44,1.97,0.49,1.1,0.26,3.37,-2.86
7126,1.64,1.39,1.41,0.86,0.27,9.71,21.06
7127,0.86,2.62,1.52,1.17,0.07,9.74,21.19
7128,1.67,3.23,2.06,1.26,0.95,14.15,2.19
7129,1,1.64,1.78,0.36,0.35,1.72,-1.79
7130,0.75,3.33,0.98,0.54,0.64,2.84,-1.51
7131,0.71,0.7,1.59,0.53,0.73,3.26,5.67
7132,1.73,2.54,0.06,0.26,0.38,5.83,26.4
7133,0.85,1.72,2.06,1.45,0.87,7.73,18.22
7134,0.83,1.51,0.7,0.93,0.71,6.9,18.66
7135,1.82,0.91,2.5,0.49,0.06,13.81,14.6
7136,1.05,0.97,2.17,0.93,0.82,10.22,19.2
7137,1.99,1.83,0.48,1.28,0.22,12.05,33.12
7138,0.9,3.35,0.97,0.41,0.4,12.75,29.28
7139,1.49,2.21,2.24,1.04,0.99,7.78,-3.57
7140,0.79,2.29,2.11,0.39,0.26,9.31,10.15
7141,0.79,2.85,1.62,1.31,0.93,4.76,25.72
7142,1.71,1.16,0.88,0.51,0.78,11.44,33.75
7143,1.89,1.52,1.57,0.99,0.72,9.88,2.38
7144,1.84,3.39,2.97,0.22,0.99,7.99,19.86
7145,1.75,0.21,1.21,0.2,0.9,3.59,30.92
7146,1.37,2.05,1.57,1.09,0.85,13.23,10.01
7147,0.67,2.14,2.41,0.27,0.05,4.16,9.89
7148,1.01,2.21,0.08,0.48,0.38,7.49,-0.91
7149,0.92,3.05,2.75,1.42,0.34,10.62,8.67
7150,0.88,1.81,2.54,1.04,0.07,2.7,32.42
7151,1.96,3.38,1.65,0.54,0.12,13.82,27.51
7152,0.72,1.36,1.61,1.07,0.68,1.76,4.35
7153,1.2,1.36,2.74,1.49,0.81,11.27,33.47
7154,1.89,3.86,2.12,0.77,0.62,12.75,-0.8
7155,0.59,1.3,2.3,0.86,0.78,9.62,34.73
7156,1.62,0.77,0.69,0.89,0.6,1.29,13.47
7157,1.41,2.21,0.03,0.41,0.71,0.88,4.33
7158,1.04,3.81,1.32,0.89,0.72,11.1,2.71
7159,1.91,3.12,0.32,1.02,0.81,10.38,24.28
7160,1,1.74,1.25,0.84,0.31,14.49,19.54
7161,0.78,2.02,1.89,0.8,0.79,12.76,33.67
7162,1.59,3.99,1.82,0.49,0.5,1.09,32.45
7163,1,2.88,2.07,0.96,0.96,5.72,28.46
7164,0.93,0.4,0.42,0.91,0.16,9.06,5.53
7165,1.9,2.44,0.73,1.41,0.99,1.57,27.85
7166,0.96,3.77,2.09,0.68,0.09,3.58,24.21
7167,1.36,0.77,0.55,1.11,0.6,2.16,30.83
7168,1.48,3.09,0.65,1.22,0.68,9.04,13.57
7169,1.23,1.66,2.02,1.23,0.9,10.62,4.05
7170,0.97,0.57,2.18,0.94,0.76,2.74,28.92
7171,1.31,3.35,0.88,1.01,0.1,12.9,19.56
7172,1.1,2.56,2.62,1.24,0.62,4.32,14.26
7173,0.55,0.05,2.5,0.24,0.7,12.96,20.04
7174,0.96,3.32,1.8,0.48,0.2,9.89,30.92
7175,1.38,2.14,2.48,0.88,0.66,10.42,0.24
7176,0.52,2.5,2.93,1.15,0.09,5.37,2.97
7177,1.47,2.25,2.82,0.43,0.14,12.92,-0.18
7178,0.55,1.56,0.38,1.33,0.36,9.39,18.72
7179,1.34,0.54,1.14,0.87,0.2,7.02,2.03
7180,0.59,2.88,2.17,0.69,0,2.92,-2.25
7181,1.77,2.74,0.26,0.4,0.62,0.95,19.07
7182,1.87,3.44,0.41,0.93,0.46,14.43,5.73
7183,1.42,2.46,1.21,1.22,0.22,14.55,19.32
7184,0.69,0.18,0.02,0.61,0.21,8.19,19.24
7185,1.86,1.65,1.32,0.85,0.59,6.25,5.96
7186,1.59,0.42,1.18,0.43,0.11,12.25,29.71
7187,1.82,2.39,2.12,0.54,0.25,6.11,19.79
7188,1.2,0.81,0.27,1.1,0.04,6.51,19.33
7189,1.13,3.77,1.33,1.46,0.77,13.45,30.3
7190,1.39,0.62,2.89,1,0.98,4.87,32.18
7191,1.18,3.33,2.63,1.02,0.27,3.94,27.86
7192,0.76,2.44,2.14,1.35,0.46,14.15,18.01
7193,1.74,1.23,2.93,0.44,0.44,1.24,16.43
7194,0.79,3.17,0.28,1.26,0.54,1.9,7.96
7195,1.62,3.86,0.75,1.32,0.38,7.21,0.71
7196,1.84,0.58,0.42,1.1,0.13,14.55,25.8
7197,1.29,3.36,2.29,0.25,0.25,13.61,29.06
7198,0.88,3.25,2.57,1.4,0.8,11.96,10.46
7199,0.53,3.04,1.92,0.97,0.6,10.17,30.11
7200,1.48,1.08,0.77,0.49,0.07,8.56,23.64
7201,1.33,3.08,0.37,0.83,0.22,8.76,31.35
7202,1.54,0.32,1.63,0.94,0.4,9.3,28.47
7203,1.93,0.42,0.44,0.3,0.65,3.17,-3.87
7204,1.18,1.23,0.49,0.97,0.78,0.34,5.27
7205,1.51,1.03,1.67,1.01,0.58,3.63,21.04
7206,0.71,1.9,0.29,1.23,0.9,12.01,27.67
7207,0.71,2.26,2.74,1.4,0.81,0.51,29.6
7208,1.24,1.2,0.62,0.8,0.48,11.46,25.41
7209,1.38,2.78,2.48,0.56,0.73,8.51,-0.67
7210,1.98,0.03,1.72,1.08,0.16,9.13,-2.76
7211,1.35,0.92,0.47,0.39,0.35,2.03,20.41
7212,1.88,1.41,2.92,0.33,0.02,8.61,7.15
7213,1.68,1.58,1.56,1.22,0.74,0.86,29.11
7214,1.85,1.46,0.74,1.32,0.93,11.93,24.25
7215,1.79,0.05,0.68,1.26,0.38,11.64,33.36
7216,1.31,3.75,0.39,1.36,0.31,10.73,1.47
7217,0.5,3.05,1.68,0.56,0.27,0.36,34.6
7218,1.18,0.02,1.86,1.02,0,2.33,12.82
7219,0.83,1.4,1.74,1,0.31,3.15,8.43
7220,1.57,1.77,2.53,0.26,0.02,7.68,19.46
7221,0.8,0.87,0.21,0.23,0.56,12.22,29.87
7222,1.21,3.66,0.08,1.34,0.68,2.59,33.42
7223,0.54,2.92,2.54,0.22,0.36,7.69,16.54
7224,0.64,3.45,0.36,1.15,0.4,12.64,11.6
7225,1.09,2.95,0.43,0.76,0.32,5.6,7.57
7226,1.6,1.42,1.61,0.25,0.27,6.86,14.78
7227,1.51,1.91,1.22,1.31,0.32,7.55,25.75
7228,1.14,0.24,2,0.71,0.56,10.36,-3.58
7229,0.79,1.69,0.57,1.16,0.56,4.87,24.92
7230,0.96,3.21,2.52,0.85,0.74,6.46,0.53
7231,1.24,2.99,0.65,1.33,0.13,11.21,25.91
7232,1.92,3.14,1.3,0.85,0.96,6.34,-1.76
7233,1.46,1.08,0.07,1.18,0.52,9.96,0.73
7234,0.69,0.4,2.89,0.98,0.85,4.13,23.11
7235,1.71,1.84,0.87,1.22,0.06,13.69,20.39
7236,1.58,1.92,1.6,0.34,0.36,12.05,5.95
7237,1.83,2.5,1.43,0.66,0.73,13.74,15.75
7238,1.42,0.38,1.2,0.68,0.1,1.85,27.39
7239,0.96,0.15,0.54,0.35,0.17,7.82,14.53
7240,1.77,2.99,1.86,1.36,0.57,1.45,9.71
7241,1.37,2.56,1.67,0.55,0.49,0.38,10.47
7242,1.55,0.88,1.32,1.21,0.4,12.72,2.15
7243,1.2,3.36,1.65,0.83,0.16,4.22,25.88
7244,1.71,1.39,1.95,1.35,0.01,9.82,14.08
7245,1.44,1.92,2.58,1.15,0.01,9.55,11.08
7246,1.84,0.5,0.69,1.18,0.61,13.17,16.12
7247,1.03,3.89,2.31,0.83,0.43,6.5,20.8
7248,1.77,2.9,2.45,0.71,0.78,14.74,7.83
7249,1.68,0.96,2.23,0.81,0.34,5.85,22.88
7250,1.05,3.8,2.45,0.84,0,14.06,-0.03
7251,1.81,1.53,1.73,0.28,0.51,14.91,27.11
7252,1.39,1.7,0.07,0.34,0.45,0.53,6.25
7253,1.06,0.66,2.09,0.58,0.2,7.24,2.65
7254,0.91,1.71,2.59,0.74,0.99,3.32,34.27
7255,0.63,3.89,0.79,0.29,0.11,7.24,29.9
7256,0.64,1.73,2.23,0.82,0.39,10.48,21.42
7257,1.68,2.8,0.34,0.96,0.53,0.56,17.11
7258,1.08,3.91,1.94,1.45,0.34,12.02,7.24
7259,1.28,2.49,0.17,0.34,0.36,2.29,20.38
7260,1.75,1.14,1.64,1.25,0.9,7,6.27
7261,1.48,1.37,2.63,1.15,0.41,7.18,12.9
7262,1.91,0.95,1.14,1.17,0.46,7.99,17.74
7263,1.28,3.79,0.56,1.3,0.5,0.63,4.51
7264,0.67,3.57,2.04,1.46,0.6,6.23,19.43
7265,1.02,2.54,2.54,1.03,0.38,2.3,4.72
7266,0.71,0.32,0.91,1.35,0.93,4.82,0.98
7267,1.62,3.17,1.72,0.36,0.08,1.07,27.06
7268,1.2,3.27,1.98,0.51,0.24,7.61,22.58
7269,0.59,3,1.17,0.69,0.96,6.52,6.32
7270,0.52,0.69,0.2,0.3,0.24,7.09,24.32
7271,0.58,1.13,2.49,0.49,0.86,8.81,2.48
7272,1.51,3.25,2.51,1.47,0.7,2.25,24.38
7273,0.8,1.77,0.31,1.16,0.82,14.98,-4.67
7274,1.67,0.97,1.76,1.13,0.67,11.91,-4.33
7275,1.27,2.57,2.2,0.9,0.42,5.52,-1.88
7276,1.37,2.37,0.28,0.49,0.98,10.71,12.76
7277,0.75,2.08,2.54,0.36,0.01,5.48,2.2
7278,1.82,1.38,1.06,0.88,0.55,13.94,25.2
7279,1.21,3.1,1.77,1.06,0.34,14.22,33.5
7280,1.12,2.28,1.13,0.93,0.57,14.96,13.69
7281,1.69,3.46,1.59,0.8,0.94,3.73,18.78
7282,0.55,3.32,1.97,0.23,0.97,1.95,8.54
7283,1.28,3.77,2.12,0.98,0.32,4.29,11.67
7284,1.58,2.96,1.21,0.88,0.94,3.77,20.07
7285,1.69,0.55,0.33,0.57,0.99,7.39,16.48
7286,0.73,1.46,1.03,1.24,0.48,0.55,7.39
7287,1.09,3.01,2.5,1.1,0.13,8.08,4.97
7288,0.98,0.54,1.77,1.46,0.97,2.2,19.57
7289,1.99,2.71,1.34,0.85,0.9,3,31.54
7290,1.6,1.31,2.01,0.29,0.66,0.51,-3.29
7291,1.14,0.94,2.45,1.41,0.03,10.92,-1.69
7292,0.82,2.18,2.65,0.8,0.36,2.04,3.33
7293,0.76,0.36,2.17,1.49,0.15,8.81,22.25
7294,1.99,2.78,0.27,0.85,0.19,13.24,-1.87
7295,1.37,1.63,0.67,0.74,0.69,4.23,30.77
7296,1.59,2.39,2.9,0.3,0.39,0.64,10.41
7297,0.74,0.35,2.17,0.36,0.34,7.12,1.16
7298,1.62,1.75,2.68,0.35,0.47,5.84,22.06
7299,0.86,3.14,1.59,1.03,0.16,6.92,34.14
7300,1.64,2.84,0.3,0.89,0.44,0.68,24.35
7301,1.87,2.15,0.43,1.48,0.94,5.6,12.23
7302,1.08,0.77,2.87,0.76,0.8,0.82,31.4
7303,1.86,2.36,1.03,0.41,0.04,13.85,8.72
7304,1.2,2.71,1.16,0.57,0.43,7.3,1.96
7305,1.71,2.24,2.92,1.24,0.86,14.24,34.11
7306,1.18,3.02,1.43,1.27,0.25,1.67,23.92
7307,0.72,1.5,0.04,0.35,0.84,5.56,4.49
7308,1.5,1.58,1.64,1.48,0.59,7.11,19.57
7309,0.99,3.77,2.19,0.66,0.01,14.85,20.73
7310,0.61,3.64,1.62,0.67,0.88,1.94,11.12
7311,1.48,0.73,1.94,0.57,0.9,11.08,23.32
7312,1.37,0.98,1.55,1.2,0.83,14.24,8.64
7313,1.9,2.27,0.68,1.42,0.53,7.94,11.78
7314,0.63,2.23,0.27,1.13,0.73,14.16,34.84
7315,1.15,0.31,0.05,0.32,0.13,3.49,34.14
7316,0.85,3.66,2.06,1.2,0.86,4.32,-0.82
7317,1.23,3.1,1.16,1.21,0.95,0.58,17.35
7318,1.76,3.19,1.54,1.04,0.33,9.13,3.43
7319,1.91,2.77,0.35,0.45,0.26,8.59,6.38
7320,1.07,0.67,1.66,0.85,0.25,9.82,22.56
7321,1.43,1.46,0.74,0.24,0.34,13.13,24.87
7322,0.85,1.31,2.45,0.53,0.08,8.68,7.94
7323,1.64,3.95,1.79,1.07,0.79,2.55,17.36
7324,1.86,0.45,0.19,0.67,0.32,0.44,21.31
7325,1.21,2.22,0.64,0.41,0.08,0.87,15.9
7326,1.81,3.09,0.7,0.34,0.99,9.42,-4.91
7327,1.98,1.63,2.41,1.19,0.21,10.55,-0.67
7328,1.41,2.11,1.47,0.57,0.82,4.49,-1.16
7329,1.34,0.66,1.93,1.45,0.49,11.71,10.43
7330,1.07,0.83,1.46,1.16,0.38,4.92,12.49
7331,1.68,2.78,1.22,0.66,0.67,9.82,7.98
7332,1.72,2.9,2.47,0.65,0.86,13.61,17.82
7333,0.52,2.23,2.47,0.38,0.06,2.94,-1.17
7334,0.88,3.62,2.52,1.13,0.04,12.55,34.6
7335,0.55,1.49,2.87,0.84,0.98,0.14,11.06
7336,1.66,2.9,0.99,1.27,0.27,11.74,-3.2
7337,0.77,2.9,2.12,0.56,0.05,3.75,24.66
7338,0.66,1.85,1.01,0.64,0.33,0.13,3.73
7339,1.7,3.31,2.68,0.82,0.18,0.18,-3.23
7340,1.36,2.1,1.59,1.12,0.45,6.74,4.41
7341,0.73,2.5,1.12,1.32,0.88,1.66,-3.97
7342,1.77,0.18,0.02,1.44,0.9,7.52,14.33
7343,1.11,2.76,2.02,0.26,0.31,12.21,0.58
7344,1.06,2.6,1.37,1.3,0.48,9.39,29.8
7345,1.48,3.63,0.29,0.36,0.54,11.69,24.22
7346,0.56,0.56,1.14,1.48,0.25,7.92,30.45
7347,1,0.76,1.54,0.26,0.17,9.88,7.74
7348,0.62,1.92,0.99,0.61,0.48,9.34,29.32
7349,1.6,1.39,2.31,1.5,0.41,2.54,28.14
7350,0.91,0.56,2.21,0.52,0.9,5.91,-1.62
7351,1.75,0.61,0.35,1.31,0.85,10.43,20.65
7352,1.13,2.86,1.54,1.28,0.66,10.55,30.44
7353,1.83,2.99,1.38,0.54,0.28,2.96,26.3
7354,0.83,3.57,2.26,0.86,0.37,8.41,23.42
7355,1.48,1.24,1.46,0.3,0.18,1.42,15.02
7356,1.92,1.81,0.95,0.38,0.27,11.38,32.32
7357,1.09,0.56,1.41,0.67,0.98,10.86,29.79
7358,0.74,0.5,1.43,1.38,0.55,11.56,19.91
7359,1.33,0.04,0.55,1.06,0.82,1.89,-2.87
7360,1.15,0.68,1.07,0.99,0.27,4.75,29.58
7361,1.26,1.12,1.24,1.44,0.41,4.69,31.65
7362,1.21,2.26,0.17,1.21,0.6,2.53,-2.14
7363,0.9,2.49,1.89,1.49,0.05,0.62,18.58
7364,1.27,2.19,0.63,0.8,0.9,10.24,-0.08
7365,0.72,0.13,1.02,0.45,0.85,8.92,14.39
7366,1.37,2.08,0.54,0.75,0.98,5.77,8.22
7367,1.16,1.8,2.23,0.75,0.39,5.44,13.72
7368,1.96,3.09,1.66,1.21,0.12,4.42,10.86
7369,0.64,3.63,0.6,0.55,0.68,1.72,32.86
7370,1.63,2.65,0.59,0.89,0.13,4.52,28.84
7371,1.02,2.85,0.68,0.73,0.31,8.62,18.46
7372,1.55,1.55,2.88,0.79,0.22,0.25,9.16
7373,1.94,2.37,1.42,0.33,0.64,2.31,3.11
7374,1.85,2.19,2.79,0.93,0.65,7.01,7.63
7375,0.67,3.89,2.97,1.02,0.33,2.88,-4.18
7376,1.81,2.93,1.53,0.26,0.74,2.74,1.38
7377,1.09,1.11,0.26,0.37,0.78,5.27,-1.46
7378,0.61,3.55,2.43,0.29,0.69,5.63,20.01
7379,0.81,2.15,1.83,0.46,0.06,3.82,12.26
7380,0.54,0.63,0.22,0.29,0.15,1.99,2.28
7381,0.71,3.33,1.47,0.74,0.38,7.8,18.33
7382,1.2,2.11,1.99,0.54,0.44,8.49,12.38
7383,1.92,0.32,1.33,1.16,0.33,5.08,32.53
7384,1.71,1.56,1.73,1.41,0.56,12.97,18.48
7385,1.3,1.95,2.81,0.89,0.3,12.85,21.22
7386,0.99,1.11,0.42,0.67,0.42,14.67,20.97
7387,0.54,1.17,1.45,0.93,0.02,8,7.11
7388,0.59,0.52,0.03,0.39,0.35,10.01,30.23
7389,1.6,2.84,1.31,1.25,0.69,14.66,20.03
7390,1.32,0.21,0.62,0.91,0.5,13.1,34.01
7391,0.68,1.13,0.68,0.23,0.72,11.86,33.38
7392,1.79,0.85,0.69,0.85,0.61,12.68,18.48
7393,1.28,1.79,2.28,1.01,0.98,9.21,-2.13
7394,1.76,3.14,1.52,0.39,0.27,13.24,23.23
7395,1.67,1.2,1.14,0.7,0.11,13.12,-4.67
7396,1,3.49,0,0.56,0.13,8.91,22.6
7397,1.55,3.47,2.51,0.83,0.27,5.21,13.99
7398,1.99,1.63,0,0.81,0.58,7.43,17
7399,1.62,3.32,2.42,1.34,0.77,0.05,30.71
7400,0.9,1.2,2.18,1.35,0.04,14.53,22.84
7401,1.39,1.03,0.36,0.55,0.97,4.99,13.58
7402,1.15,3.48,1.86,1.17,0.35,7.84,28.35
7403,0.95,2.7,0.03,0.37,0.82,12.54,7.72
7404,0.93,0.98,0.67,0.68,0.67,2.57,30.75
7405,1.19,0.1,0.72,0.68,0.59,13.58,-0.7
7406,0.97,3,2.94,1.3,0.09,2.54,31.33
7407,0.72,1.25,1.71,0.3,0.9,1.65,19.48
7408,1.64,0.39,0.03,0.87,0.38,10.69,29.46
7409,0.94,1.15,0.39,0.76,0.89,6.05,21.36
7410,1.06,1.73,0.58,0.98,0.19,5.37,30.21
7411,1.85,0.87,2.47,1.33,0.97,6.8,25.17
7412,1.49,0.24,2.04,0.29,0.62,6.39,-3.6
7413,1.89,1.33,1.45,1.47,0.84,1,2.49
7414,1.4,2.01,2.43,1.06,0.5,0.61,12.38
7415,1.03,3.18,1.42,1.19,0.6,6.27,30.89
7416,0.83,3.13,2.45,0.72,0.32,1.4,34.65
7417,1.74,0.64,0.66,1.43,0.74,3.48,1.09
7418,1.17,1.88,2.79,0.63,0.9,12.81,32.93
7419,1.48,3.47,2.87,1.21,0.72,3.88,8.69
7420,1.61,0.2,1.91,1.27,0.47,13.84,3.6
7421,0.87,1.94,1.9,1.09,0.84,6.62,-0.8
7422,1.96,2.01,1.7,1.19,0.5,8.77,-1.12
7423,0.85,3.32,1.3,0.39,0.44,3.4,32.37
7424,1.64,1.99,0.54,0.35,0.66,0.28,10.26
7425,0.73,0.4,0.58,0.93,0.23,6.72,33.15
7426,1.96,2.76,1.96,0.64,0.48,9.51,15.25
7427,0.88,2.27,1.4,1.32,0.04,2.89,10.56
7428,1.27,1.87,0.68,0.49,0.98,13.76,26.22
7429,1.05,1.15,0.28,1.07,0.96,2.83,13.52
7430,1.86,0.31,2.88,0.52,0.99,11.25,15.78
7431,1.28,3.67,2.07,0.42,0.88,8.71,30.11
7432,1.51,3.37,0.57,0.45,0.9,0.88,25.67
7433,0.83,3.76,2.25,0.58,0.09,6.81,26.62
7434,1.92,3.76,0.51,1.27,0.21,1.99,20.52
7435,1.03,0.69,1.77,1.5,0.67,5.35,1.48
7436,0.65,1.29,1.7,0.88,0.2,7.7,-0.49
7437,0.83,1.91,0.32,0.36,0.05,5.13,24.93
7438,0.79,1.63,1.99,1.23,0.41,3.87,24.62
7439,0.66,3.86,1.67,0.36,0.93,6.78,13.24
7440,1.24,1.18,2.41,0.52,1,9.25,9.42
7441,0.97,0.48,2.72,1.44,0.49,13.07,30.96
7442,1.24,1.86,2.12,0.48,0.61,8.66,8.89
7443,0.62,2.03,0.91,0.94,0.35,3.77,5.48
7444,1.38,1.64,0.98,1.38,0.28,14.01,24.66
7445,1.45,3.15,0.94,1.13,0.93,2.65,1.33
7446,0.88,1.98,2.59,1.2,0.72,3.77,20.91
7447,1.35,1.22,1.45,0.52,0.22,1.63,27.09
7448,0.96,1.95,2.88,1.29,0.25,9.22,23.23
7449,0.73,3.6,1.96,0.6,0.72,2.28,8.36
7450,1.52,3.45,1.81,0.86,0.4,1.71,21.63
7451,1.75,2.62,2.7,0.82,0.49,11.82,12.31
7452,0.73,2.6,1.77,0.84,0.81,10.69,14.2
7453,1.83,2.41,2.47,1.26,0.69,13.1,24.02
7454,1.4,0.92,1.5,0.75,0.95,8.48,20.71
7455,1.66,2.46,1.8,1.29,0.83,3.86,6.64
7456,1.54,2.4,0.78,1.39,0.26,11.05,4.82
7457,1.83,2.28,2.63,1.33,0.55,7.13,29.75
7458,0.59,3.22,0.83,1.39,0.26,7.17,28.96
7459,1.98,0.18,2.89,0.47,0.31,2.89,11.07
7460,1.82,1.83,1.16,1.2,0.74,11.28,29.6
7461,0.56,0.21,1.31,0.78,0.38,12.98,14.57
7462,0.88,3.18,1.48,1.25,0.48,6.25,28.99
7463,1.3,0.93,1.15,0.71,0.67,3.13,2.28
7464,1.78,1.46,1.73,0.98,0.41,2.1,25.62
7465,0.97,1.31,1.95,0.35,0.43,1.86,11.46
7466,0.57,3.75,0.52,0.87,0.35,4.92,15.04
7467,1.67,1.36,2.49,0.57,0.45,11.88,17.12
7468,1.15,0.21,1.98,0.83,0.79,13.75,22.15
7469,1.64,0.15,2.23,1.22,0.59,12.03,-0.76
7470,0.99,0.87,2.82,0.57,0.07,5.69,5.05
7471,1.73,0.36,2.43,1.24,0.1,9.52,23.86
7472,1.04,3.18,1.85,1.26,0.01,2.04,-4.98
7473,1.21,2.7,0.91,1.32,0.2,11.34,10.07
7474,1.91,3.1,1.79,0.31,0.22,10.01,8.1
7475,0.72,2.13,0.18,0.21,0.07,6.99,14.81
7476,1.37,1.89,1.86,1.03,0.69,11.33,34.3
7477,1.72,1.45,1.3,0.27,0.7,10.62,24.97
7478,1.54,3.25,2.08,0.74,0.53,13.49,33.33
7479,1.14,0.01,0.85,1.37,0.65,7.4,4.25
7480,1.7,2.06,1.86,0.54,0.89,12.2,22.49
7481,1.22,1.49,2.39,0.55,0.23,9.28,23.64
7482,1.47,0.62,0.31,0.96,0.45,10.66,33.68
7483,1,2.85,2.03,1.48,0.41,2.21,34.86
7484,0.59,1.07,2.91,0.33,0.82,5.1,18.1
7485,0.81,1.67,2.63,1.45,0.31,3.42,9.73
7486,1.2,1.16,0.43,1.03,0.37,1.79,25.11
7487,1.84,2.44,1.34,1.19,0.19,7.79,8.65
7488,0.7,0.04,0.72,0.43,0.03,2.23,2.19
7489,0.97,2.62,0.22,0.98,0.89,3.1,19.4
7490,1,1.65,2.37,0.4,0.81,7.21,23.44
7491,1.67,2.86,2.49,0.83,0.8,8.63,10.97
7492,1.32,3.36,1.97,0.75,0.26,3.74,34.94
7493,1.12,2.06,0.27,1.18,0.14,1.97,6.82
7494,0.59,3.48,0.23,0.68,0.6,11.41,4.34
7495,1.96,0.53,1.68,0.3,0.47,11.02,24.16
7496,1.71,0.14,2.71,1.43,0.25,3.57,-4.41
7497,0.58,3.54,0.53,0.39,0.78,10.95,15.96
7498,0.57,0.47,1.89,0.7,0.15,3.35,10.31
7499,0.88,0.72,1.5,0.88,0.82,9.39,-1.18
7500,0.58,0.48,0.77,1.35,0.94,10.53,9.82
7501,1.61,0.69,1.26,0.33,0.74,5.2,17.6
7502,0.81,3.6,1.36,1.08,0.67,3.98,16.63
7503,1.82,3.39,0.45,0.76,0.35,8.77,34.58
7504,1.42,1.06,0.53,1.22,0.17,0.57,3.63
7505,1.23,2.82,2.01,1.33,0.22,14.69,26.89
7506,0.67,3.15,0.38,0.48,0.35,0.82,29.64
7507,0.7,0.62,2.34,1,0.46,13.95,-1.83
7508,0.68,0.91,2.54,0.88,0.91,14.89,-4.4
7509,0.82,1.91,0.34,0.95,0.43,1.85,0.51
7510,0.66,2.55,2.83,1.31,0.91,8.39,-2.02
7511,0.98,1.68,2.93,0.58,0.24,10.33,31.58
7512,1.72,3.13,0.16,0.59,0.81,12.06,-1.94
7513,0.72,3.96,0.01,1.13,0.64,0.72,14.76
7514,0.95,3.46,2.84,0.86,0.2,5.48,34.74
7515,1.17,3.41,0.27,0.98,0.13,3.27,10.37
7516,1.42,0.81,0.81,1.21,0,13.31,5.87
7517,0.86,3.62,1.42,0.68,0.34,14.58,31.27
7518,1.42,3.96,0.47,0.61,0.25,9.7,14.33
7519,0.78,2.26,1.25,0.74,0.95,9.36,25.14
7520,1.44,3.04,2.78,0.23,0.74,6.78,12.82
